"Planet_number","planet_name","STAR_IDX","Mass (Earth)","relative density","RADIUS","TYPE_TERRAIN","CLIMATE TYPE"
718,"Meleph Secant",5479,4.94,1.087,1.66,"volcano:ice cave","frigid:subartic:arid:artic"
719,"Meleph Nonal",5479,2.62,0.577,1.66,"mountain","humid"
720,"Hathor's Labyrinth Nyxios",9925,1.82,0.764,1.34,"jungle:desert:volcano:fungus forest:canyons:reef","superheated:windy:arid:hot:temperate"
721,"Almaaz Shi",4318,NA,1.138,1.03,"forest:rocky desert:cityscape:rainforest:savanna:grassland:cliff:jungle:acid pool","artificial temperate:temperate:frigid:humid:subartic:hot"
722,"Almaaz San",4318,5.47,1.065,1.73,"field:acid pool","hot"
723,"Enif Psi",2498,1.1,1.522,0.9,"scrubland:bog:rocky canyon:ash:city","tropical:frigid:superheated:arid"
724,"Enif Eta",2498,6.92,1.046,1.88,"field:sea:volcano","temperate:superheated:frozen:arid"
725,"Enif Pi",2498,2.86,1.103,1.37,"toxic cloudsea:island","windy:artificial temperate:frozen"
726,"Enif Mu",2498,3.04,1.043,1.43,"desert:toxic cloudsea","artificial temperate:windy:temperate:rocky:artic:tropical:hot"
727,"Yūgen Shadows Rho",4681,2.92,1.369,1.29,"plain","windy:hot:frozen:rocky"
728,"Anadolu Nu",9599,1.13,0.636,1.21,"lava river:rocky desert:cliff:urban","humid:artificial temperate:hot"
729,"Cosmogon Enigma Echoian",2268,9.01,0.434,2.75,"cityscape:mountain:ocean","frigid:frozen:artic:artificial temperate"
730,"Zubenelgenubi Nonal",1521,NA,1.412,1.19,"swamp","tropical:subartic"
731,"Zubenelgenubi Septimal",1521,6.08,0.948,1.86,"ice canyon:city:ocean:mountain","temperate:subartic:humid:artic:tropical:frozen"
732,"Etherios Theta",6367,6.51,0.994,1.87,"cliff","frigid:humid:windy:superheated:subartic"
733,"Itonda Yi",3699,5.33,1.363,1.58,"cityscape:city","frigid"
734,"Itonda Qi",3699,0.63,0.875,0.9,"grassy hill:ash","frozen:humid:hot:rocky"
735,"Itonda Liu",3699,1.16,0.862,1.1,"jungle:forest:volcano","subartic:hot:humid:superheated"
736,"Itonda Jiu",3699,1.71,0.789,1.29,"city:rocky desert:cave","windy:temperate:tropical:superheated:arid"
737,"Macondo Artemian",7203,1.03,1.299,0.93,"jungle:rock arche:lava river:toxic cloudsea:cliff","artificial temperate:frozen:superheated:frigid:subartic:humid"
738,"Macondo Psychean",7203,7.07,0.88,2,"vine:city:rock arche","windy:frigid:rocky:frozen:subartic:arid"
739,"Solarflarex Janusian",1016,1.36,0.692,1.25,"grassland:mountain:sea:cliff:ocean:hill","tropical:frigid:frozen:windy:artificial temperate:humid"
740,"Axólotl Omega",4097,3.33,0.841,1.58,"grassy hill:jungle:urban:canyons:rainforest","subartic:windy:arid:artic:artificial temperate:superheated:tropical"
741,"Axólotl Chi",4097,6.35,1.093,1.8,"river:ice cave","windy:tropical:superheated:subartic"
742,"Axólotl Kappa",4097,1.71,0.761,1.31,"cityscape:rocky desert:city","frozen:rocky:arid:artificial temperate"
743,"Axólotl Beta",4097,9.25,0.91,2.17,"jungle:island","humid:tropical:subartic"
744,"Arcadian Whispers Hermian",8662,NA,0.791,1.92,"rocky canyon:plateau:island:river:jungle","arid:superheated:rocky:hot:tropical"
745,"Lunar Mirage Sigma",7447,4.59,0.962,1.68,"rock arche:glacier","subartic:frozen:hot:windy:temperate:rocky"
746,"Lunar Mirage Pi",7447,4.2,1.607,1.38,"cliff:mountain:urban:sinkholes:rock arche","humid:artificial temperate:temperate:arid:frigid:hot:windy"
747,"Lunar Mirage Delta",7447,7.26,1.117,1.87,"jungle:reef:swamp:rocky island:rocky desert:city:plain:rocky canyon:ice canyon","rocky:temperate:artificial temperate:frigid:artic:tropical"
748,"Starshara Harpian",4803,0.45,0.927,0.79,"mountain","subartic:temperate:artificial temperate:superheated"
749,"Kamikaze Ascendance Selenean",39,2.72,0.545,1.71,"verdant:sea:tundra:field","subartic:humid:tropical:windy:artificial temperate"
750,"Inari's Threshold XV",2566,2.6,0.92,1.41,"hill:lakes:grassland","temperate:superheated:tropical:subartic"
751,"Inari's Threshold XXIII",2566,3.64,0.912,1.59,"forest:sea:mountain:lava river:bog","artic:frigid:superheated:temperate:hot"
752,"Inari's Threshold X",2566,4.14,0.838,1.7,"volcano","superheated:temperate:frozen"
753,"Inari's Threshold XX",2566,9.2,0.93,2.15,"urban:mountain:glacier:ice cave:ocean","tropical:windy:artificial temperate:subartic:frigid"
754,"Inari's Threshold XIV",2566,2.01,0.682,1.43,"glacier:toxic cloudsea:desert:tundra:canyons:ice cave:savanna","artic:rocky:windy:hot:arid:frozen"
755,"Thunderforge Eosian",9784,1.43,0.874,1.18,"cityscape","hot:humid"
756,"Nebula Mirage VII",1119,1.66,1.126,1.14,"island:river:cityscape","humid:frozen:temperate:hot"
757,"Nebula Mirage III",1119,1.98,1.257,1.16,"cliff:plateau:rocky canyon:scrubland","superheated:hot:arid:windy"
758,"Nebula Mirage XVII",1119,2.05,1.33,1.16,"plateau:rocky island:river","temperate:arid"
759,"Nebula Mirage XX",1119,2.83,1.105,1.37,"ice canyon:rocky desert:plain:desert:cityscape:urban","artic:superheated:subartic:frozen:arid"
760,"Sheratan Octal",3141,3.6,1.055,1.51,"river:tundra:acid pool","rocky:frigid:windy"
761,"Sheratan Secant",3141,1.56,1.241,1.08,"vine:canyons:lakes","rocky:superheated:artic:frigid:frozen:arid"
762,"Sheratan Septimal",3141,1.31,1.222,1.02,"cityscape:plain:island","rocky:subartic:superheated:tropical:hot:humid:temperate"
763,"Sheratan Vigesimal",3141,3.27,0.867,1.56,"cliff","frigid:artic:hot:temperate"
764,"Sheratan Nonal",3141,3.09,1.062,1.43,"rainforest:savanna:field:reef:rocky canyon:jungle","tropical:humid:rocky:frozen"
765,"Obelisk Whisper Nymphios",8982,5.68,0.769,1.95,"rocky canyon:barren:savanna:lakes:rocky desert:fungus forest:desert","rocky:superheated:temperate:frigid:humid:arid"
766,"Galacticon Er",4565,2.94,1.168,1.36,"urban","windy"
767,"Galacticon Jiu",4565,2.19,1.146,1.24,"cliff:volcano:rock arche:savanna:urban","superheated:artic:subartic"
768,"Aldhanab Pantheon",1116,2.69,0.94,1.42,"urban:city:reef:river","arid:artificial temperate:humid"
769,"Aldhanab Orphean",1116,5.15,1.073,1.69,"plateau:cliff","subartic:windy:humid:rocky:hot"
770,"Galaxaraith Asclepian",3812,1.45,1.309,1.03,"plateau","windy"
771,"Shogun's Echo Titanos",5835,2.76,0.901,1.45,"ash","hot:artic:windy:temperate"
772,"Seth's Enigma XXIV",9400,4.5,1.383,1.48,"rocky island:grassy hill","artificial temperate:frigid"
773,"Seth's Enigma VIII",9400,2.45,0.998,1.35,"volcano:ocean:tundra:jungle:sinkholes","superheated:tropical:rocky:subartic"
774,"Seth's Enigma XXIII",9400,2.15,1.076,1.26,"island:vine","humid:subartic:frozen:windy"
775,"Galactic Prism XV",1571,1.69,1.121,1.15,"lakes:rock arche","frozen:artic:arid:windy"
776,"Galactic Prism IV",1571,1.34,1.282,1.01,"glacier:mountain:bog","hot:windy:subartic"
777,"Bharani Wu",6785,8.01,0.496,2.53,"grassy hill:rock arche:plateau:rocky desert","windy:frigid:artic:hot"
778,"Bharani Er",6785,1.11,1.321,0.94,"island:tundra:rock arche","hot:frozen:temperate:humid:artic:windy:arid"
779,"Bharani Si",6785,3.89,0.528,1.95,"cliff","tropical:humid:frozen:hot:temperate:artic:artificial temperate"
780,"Bharani Yi",6785,1.23,1.369,0.96,"plateau:mountain","artic:hot:windy:arid:humid"
781,"Sheliak Epsilon",7702,4.15,1.031,1.59,"cliff:rock arche:savanna:ice canyon:canyons","artificial temperate:artic:humid:frozen:rocky"
782,"Sheliak Lambda",7702,2.69,1.152,1.33,"ocean:cliff","artificial temperate:temperate"
783,"Cryptic Mirage Eta",5573,8.51,0.973,2.06,"rock arche","frigid:temperate:tropical:humid"
784,"Cryptic Mirage Rho",5573,1.13,0.701,1.17,"rock arche:valley","frigid"
785,"Cryptic Mirage Iota",5573,7.01,1.319,NA,"jungle:rocky island","subartic:hot:temperate:rocky"
786,"Cryptic Mirage Beta",5573,1.87,0.602,1.46,"reef:sea","arid:tropical:artic"
787,"Nebulion Epsilon",3041,0.49,1.035,0.78,"valley:river","artic:rocky:subartic:windy"
788,"Nebulion Phi",3041,5.49,0.552,2.15,"rock arche:vine:barren:savanna","windy:rocky:arid:superheated"
789,"Nebulion Rho",3041,9.9,0.943,2.19,"ash:ocean:island","artificial temperate:tropical:rocky:hot"
790,"Intercrus Duodecimal",180,1.05,1.138,0.97,"canyons:grassy hill:scrubland","humid:subartic:temperate:artic:frigid:arid"
791,"Intercrus Decimal",180,1.73,0.878,1.25,"plain","frozen"
792,"Arcanara XXIII",8457,2.26,1.387,1.18,"toxic cloudsea:rocky island:plateau:plain","artificial temperate:artic:frigid:temperate"
793,"Arcanara VII",8457,1.02,1.253,0.93,"rainforest:lakes:vine:rocky island","hot:rocky:frigid:windy:artic:superheated"
794,"Frostbloom Omicron",2171,2.35,1.438,1.18,"sinkholes:urban","temperate:hot"
795,"Frostbloom Alpha",2171,3.67,0.545,1.89,"jungle:reef:ash:sea:rocky island:urban:lakes","frozen:artificial temperate:superheated:artic:temperate:tropical"
796,"Frostbloom Xi",2171,7.51,1.15,1.87,"rock arche:grassy hill:vine","frigid:artificial temperate:humid"
797,"Frostbloom Delta",2171,2.8,0.986,NA,"cliff","humid:frozen"
798,"Phact Nymphios",3177,1.01,1.045,0.99,"ash:mountain:valley","superheated:frigid:rocky"
799,"Phact Orphean",3177,8.26,0.825,2.15,"field:volcano:sinkholes:rocky island","windy:hot:humid:subartic:temperate:arid"
800,"Kōkei Labyrinth Vigesimal",1857,2.94,0.767,1.57,"fungus forest:plateau","artificial temperate:humid:arid:frigid:temperate"
801,"Diadem Yi",7123,0.36,1.402,0.64,"ocean:island:forest:ice cave","windy:hot:subartic:humid:arid:artic"
802,"Diadem San",7123,3.44,0.954,1.53,"grassland:ocean:cave:field:jungle:plateau:urban:swamp:canyons","humid:arid:temperate:tropical:rocky:artificial temperate"
803,"Diadem Wu",7123,3.2,1.235,1.37,"desert:forest:savanna","tropical:humid:rocky:windy"
804,"Diadem Qi",7123,0.69,1.332,0.8,"bog:jungle:vine:rainforest:jungle","hot:superheated:tropical:windy:frozen"
805,"Nebularian Xi",6571,0.84,1.319,0.86,"cave:hill:rock arche:lava river:barren:island:desert","arid:humid:superheated:subartic:artificial temperate:frigid:rocky"
806,"Ra's Echo Delta",7595,6.65,1.212,1.76,"lakes:canyons:vine","rocky:artic:temperate"
807,"Ra's Echo Phi",7595,0.99,0.746,1.1,"cliff:rock arche","subartic:rocky"
808,"Ra's Echo Omega",7595,4.93,1.134,1.63,"reef:tundra:island","artificial temperate:temperate:rocky:humid"
809,"Ra's Echo Eta",7595,2.52,0.898,1.41,"valley:vine","tropical:superheated:humid"
810,"Ra's Echo Kappa",7595,8.8,0.891,2.15,"lakes","temperate:superheated:artificial temperate:humid"
811,"Starglow Haven Ba",3481,0.4,1.169,0.7,"forest:sea:glacier:grassy hill:plain","artic:artificial temperate:frigid"
812,"Starglow Haven Liu",3481,8.23,1.322,1.84,"grassy hill:savanna:sinkholes:rocky canyon","superheated:hot:arid"
813,"Starglow Haven Wu",3481,3.45,1.108,1.46,"ice canyon:rocky island:ocean:grassland:reef:toxic cloudsea","arid:artic:humid:frozen"
814,"Spectronix X",6466,NA,0.649,1.71,"reef:hill:vine","temperate:rocky"
815,"Tarf Yi",4329,8.91,0.571,2.5,"swamp","tropical"
816,"Tarf Ba",4329,5.37,1.425,1.56,"rocky desert","rocky:artic"
817,"Skybreaker Si",7318,0.49,1.197,0.74,"forest","humid:artificial temperate:rocky"
818,"Skybreaker Qi",7318,1.02,0.771,1.1,"plateau:ice cave","subartic:rocky:frigid:superheated:tropical"
819,"Sadalbari Nu",3840,3.33,0.936,1.53,"glacier:cliff:hill:valley:ice cave:river:vine","humid:frigid:hot:rocky:tropical"
820,"Alkarab Vigesimal",6901,5.02,1.262,1.58,"savanna:city:river","windy:arid:subartic:frigid"
821,"Alkarab Duodecimal",6901,2.99,1.113,1.39,"hill","hot:artificial temperate"
822,"Astrum Quasar Psychean",54,3.25,1.236,1.38,"savanna:jungle:hill:acid pool","arid:windy:frigid:hot:subartic"
823,"Astrum Quasar Persephonian",54,2.21,1.143,1.25,"sea:mountain:plain:river:verdant:cityscape","temperate:subartic:rocky:windy:tropical"
824,"Astrum Quasar Atlasios",54,1.13,0.848,1.1,"lakes:lava river:reef","rocky:artic:frigid:arid:temperate"
825,"Astrum Quasar Hecatean",54,0.78,1.086,0.9,"hill:river:rainforest","arid:humid"
826,"Astrum Quasar Hermian",54,0.9,1.358,0.87,"sinkholes:fungus forest:barren","frigid:hot:arid"
827,"Elysionix Alpha",3120,0.43,1.117,0.73,"vine","artificial temperate:subartic"
828,"Elysionix Lambda",3120,NA,1.036,1.08,"volcano","hot:frozen:humid:rocky:arid"
829,"Elysionix Chi",3120,4.18,1.191,1.52,"ice cave:ocean:forest:acid pool:cityscape:sea","rocky:artificial temperate:subartic:artic:humid"
830,"Aludra Ba",8058,0.91,1.035,0.96,"island:field","windy:frozen:hot:superheated"
831,"Aludra Si",8058,2.46,0.992,1.35,"cityscape","artificial temperate:arid:windy:frigid"
832,"Aludra Jiu",8058,2.11,1.263,1.19,"sea:rainforest:urban:volcano","hot:arid:superheated"
833,"Absolutno Prime",1222,7.91,0.977,2.01,"tundra:acid pool:plateau:rocky canyon","humid:temperate:artificial temperate:hot:rocky:frigid:windy"
834,"Scarab Expanse Wu",479,0.73,1.043,0.89,"glacier:fungus forest:rocky island:vine:ice canyon","tropical:humid:frigid:arid:subartic"
835,"Scarab Expanse Er",479,0.7,0.73,0.99,"lava river","arid:tropical:humid:frozen:windy"
836,"Isis' Celestial Vigesimal",3479,2.6,0.912,1.42,"ash:grassland:plateau","hot:temperate"
837,"Isis' Celestial Undecimal",3479,1.67,1.131,1.14,"cave:forest:hill:river","frozen:rocky:arid"
838,"Bubup Iota",3770,2.53,1.117,1.31,"island","temperate"
839,"Algedi Theta",9200,7.67,1.166,1.87,"grassland:rocky island","frozen:windy:frigid:temperate:superheated"
840,"Algedi Lambda",9200,3.04,0.982,1.46,"rocky canyon","arid:artificial temperate:superheated:hot"
841,"Algedi Psi",9200,1.52,1.201,1.08,"glacier","rocky:humid:artic:frozen:frigid:windy"
842,"Algedi Delta",9200,5.13,1.028,1.71,"fungus forest:jungle:valley:barren:plain","tropical:rocky:hot:arid"
843,"Illyrian Faunios",7455,1.58,0.628,1.36,"urban:lava river","artic:superheated"
844,"Illyrian Atlasios",7455,2.89,1.268,1.32,"rainforest:ash:lava river","temperate:rocky:artificial temperate:superheated"
845,"Kaze Horizon Theta",5513,6.96,1.332,1.74,"cave","subartic:tropical:windy"
846,"Kaze Horizon Beta",5513,2.39,1.094,1.3,"valley:cityscape:hill:verdant","windy:rocky:tropical:arid"
847,"Tuiren Kappa",4677,1.59,0.772,1.27,"ocean:volcano:ice canyon:reef:bog:cave:toxic cloudsea","windy:artic:frigid:frozen:temperate:superheated"
848,"Musica Rho",3081,7.8,0.558,2.41,"lava river:urban","temperate:hot:superheated"
849,"Dìwö Nemesisian",2979,4.87,1.561,1.46,"fungus forest:savanna:ocean","temperate:arid:hot:frozen:artificial temperate:subartic"
850,"Dìwö Artemian",2979,1.15,1.001,1.05,"hill","rocky:windy"
851,"Dìwö Tritonian",2979,1.54,0.966,1.17,"reef:rock arche:verdant:plain:rocky island:grassland","tropical:subartic:frozen:arid:hot:superheated:temperate"
852,"Dìwö Typhonian",2979,2.63,1.308,1.26,"jungle","tropical:superheated"
853,"Ankh Horizon Psychean",8079,2.65,1.03,1.37,"rocky desert:valley:mountain:reef:plain:volcano","artic:frozen:artificial temperate:arid:temperate"
854,"Hannya's Silence Zephyrian",345,2.81,0.907,1.46,"cave:rocky desert:cityscape","subartic:hot:arid"
855,"Ukiyo Reverie Qi",3646,5.02,1.096,1.66,"rocky canyon","temperate"
856,"Ukiyo Reverie Liu",3646,5.28,0.966,1.76,"river:rock arche:mountain","windy:artic:subartic:frozen"
857,"Rotanev XXI",7598,1.45,1.192,1.07,"verdant:jungle:rocky desert","temperate:humid"
858,"Rosaliadecastro Iota",9463,0.8,1.206,0.87,"plateau:ice canyon","artic:frozen:tropical"
859,"Siriusnova Epsilon",9510,0.5,0.858,0.84,"jungle:swamp","tropical"
860,"Tianyi XIV",3176,NA,1.097,1.52,"canyons:vine:sea:jungle:forest","subartic:artificial temperate:tropical:temperate"
861,"Tianyi XI",3176,1.62,1.512,1.02,"vine","windy:hot:arid"
862,"Tianyi VII",3176,7.88,0.687,2.26,"rock arche:glacier:plain","hot:frigid:artificial temperate:humid:temperate"
863,"Oborozuki Sigma",3071,9.4,1.29,1.94,"desert:bog:lakes","superheated:subartic:hot"
864,"Koi's Ascendance Poseidian",3692,0.91,0.429,1.28,"island:rainforest:river:rocky island:rocky canyon:toxic cloudsea:cityscape:desert","humid:arid:rocky:artic:subartic:windy"
865,"Yozora Zeta",4408,2.51,1.202,1.28,"swamp:ocean:verdant","temperate:humid:artificial temperate:superheated"
866,"Astral Serenity Pegasusian",6444,8.19,0.814,2.16,"rocky canyon:sinkholes","hot:arid"
867,"Astral Serenity Atlasios",6444,6.85,1.033,1.88,"ash:acid pool:fungus forest","arid:artificial temperate:subartic:frigid:hot:temperate"
868,"Astral Serenity Faunios",6444,6.98,0.806,2.05,"field:grassy hill:plain:acid pool:island:lava river","humid:hot:arid:tropical:artificial temperate"
869,"Astral Serenity Hermian",6444,6.21,1.104,1.78,"cave:verdant","superheated:arid:artic:frozen"
870,"Astral Serenity Chimeraean",6444,6.42,0.799,2,"tundra:valley:plain:city","arid:frigid:artificial temperate:hot"
871,"Helionyx Apollox",7954,7.69,0.892,2.05,"fungus forest:rocky canyon","artificial temperate:frigid:frozen:temperate:hot:humid"
872,"Geisha's Whisper Prime",8033,3.89,1.074,1.54,"lava river:grassy hill:plain:verdant","artificial temperate:rocky:tropical:arid:frozen"
873,"Segin Ba",8533,3.32,1.292,1.37,"mountain:hill:grassy hill","rocky:arid:tropical:humid"
874,"Segin San",8533,1.13,0.696,1.18,"sea:acid pool:verdant:mountain","rocky:frigid:artificial temperate:windy:tropical:temperate"
875,"Arkab Prior III",398,8.62,0.572,2.47,"cliff:rock arche","tropical:hot:subartic:arid"
876,"Arkab Prior V",398,4.54,1.26,1.53,"verdant:ocean","artificial temperate:superheated:rocky:frigid"
877,"Deneb XI",605,2.48,1.139,1.3,"city:forest:ice canyon:plateau:jungle:ash","rocky:superheated:artic:humid:frigid:hot"
878,"Deneb V",605,8.87,1.102,2,"island:plateau:glacier:sea:swamp","frozen:humid:hot:artic:frigid:rocky"
879,"Deneb III",605,0.9,0.808,1.04,"forest:rocky desert:plateau:river","frozen:windy:arid:temperate:tropical:artificial temperate"
880,"Nebulosys Hermian",5572,7.77,0.968,2,"grassy hill","frozen:subartic:artificial temperate"
881,"Alioth Omega",3731,NA,1.125,1.32,"vine","rocky:humid:tropical"
882,"Alioth Chi",3731,0.96,0.571,1.19,"reef:desert:lakes:plain","humid:rocky:temperate:hot:artificial temperate"
883,"Alioth Eta",3731,7.51,0.553,2.39,"lakes:canyons","temperate:superheated:arid:subartic:rocky"
884,"Alioth Delta",3731,8.22,0.721,NA,"grassland:urban","humid:rocky:temperate:subartic"
885,"Alioth Nu",3731,4.15,1.264,1.49,"savanna:vine:valley:cliff:urban:rocky desert","rocky:artic:frigid:arid"
886,"Skaldspark Pantheon",2465,6.74,0.499,2.38,"cityscape:rocky desert","frozen:windy"
887,"Mikado Serenity Irisian",872,1.94,0.97,1.26,"island:rocky canyon:valley","arid:artic:hot:subartic"
888,"Lunacraze Kappa",1363,7.69,0.791,2.13,"lakes:valley:swamp","rocky:frigid:artic:tropical:frozen"
889,"Moldoveanu Undecimal",9683,2.12,1.328,1.17,"mountain:toxic cloudsea:fungus forest:rocky island:vine:bog","artic:humid:superheated:frigid"
890,"Moldoveanu Decimal",9683,2.89,0.864,1.5,"grassy hill:reef","tropical:frozen:artificial temperate:rocky"
891,"Uchū Athenian",1806,3.32,0.704,1.68,"rocky canyon:grassland:lakes:plain:rocky island:canyons:mountain:field","artic:artificial temperate:temperate:humid:hot"
892,"Uchū Gaios",1806,NA,0.948,1.08,"island:acid pool:cave:rocky island:grassland:ice canyon","frozen:temperate:arid:humid:artificial temperate"
893,"Uchū Herculean",1806,2.9,1.419,1.27,"reef:bog:mountain","arid:superheated:windy:hot:temperate"
894,"Uchū Poseidian",1806,7.18,0.572,2.32,"verdant","rocky:tropical"
895,"Ra's Ascendance XVII",8725,1.83,1.376,1.1,"city:forest","arid:frozen:artificial temperate:temperate"
896,"Intan Olympios",8494,0.94,0.823,1.05,"plain:field","humid:windy:rocky"
897,"Chalawan XXII",7886,1.1,1.198,0.97,"cliff:grassy hill","humid:arid:windy"
898,"Chalawan XX",7886,7.73,1.311,1.81,"river:lakes:rocky island:volcano","humid:temperate:tropical:hot"
899,"Chalawan XIX",7886,2.64,1.432,1.23,"rock arche:swamp:mountain:ice cave:lakes:ice canyon:savanna:jungle","artificial temperate:tropical:humid:artic:rocky"
900,"Chalawan IX",7886,2.42,1.13,1.29,"island:acid pool:sea","superheated:tropical"
901,"Ankaa Morphean",3797,8.52,1.354,1.85,"vine:river:island:cliff:rocky canyon:plateau:tundra","frigid:frozen:artic:humid:hot:tropical:superheated"
902,"Ankaa Pantheon",3797,1.73,0.684,1.36,"island:cityscape:urban","artic:rocky:temperate"
903,"Bellatrix Astraeos",1354,0.59,1.224,0.78,"reef:tundra:rocky island:rock arche:glacier","frigid:rocky:artic:tropical:hot:windy"
904,"Nebulith Quartal",3638,0.65,0.975,0.87,"fungus forest","humid:rocky:frigid:windy"
905,"Eternal Murmurs Delta",7758,0.71,0.801,0.96,"jungle:reef","hot:frigid:subartic:artic"
906,"Eternal Murmurs Nu",7758,5.86,0.745,1.99,"plain:rocky island:rock arche","subartic:rocky"
907,"Eternal Murmurs Beta",7758,7.51,1.219,1.83,"lakes:cliff:rocky desert","humid:frigid"
908,"Mirach Hermian",8310,8.61,0.861,2.15,"lakes:city:acid pool:mountain:ocean:cave:cliff:rocky canyon","temperate:rocky:humid:artificial temperate:frigid:artic"
909,"Mirach Psychean",8310,1.3,0.924,1.12,"vine:island:verdant:savanna:rocky desert","frigid:rocky:artic"
910,"Mirach Herculean",8310,8.52,1.274,1.88,"jungle:grassy hill:rocky desert","hot:artic:temperate"
911,"Mirach Gaian",8310,2.2,0.757,1.43,"lakes:valley:plateau","humid:subartic:frigid"
912,"Mirach Sirenios",8310,1.34,1.149,1.05,"cave:lava river:mountain","subartic:frozen:superheated"
913,"Quantum Mirage Secant",3960,2.1,1.059,1.26,"verdant:river","frigid:frozen"
914,"Acamar Tertial",7884,7.37,0.937,1.99,"acid pool:verdant","frozen:humid:windy:artificial temperate:hot"
915,"Theemin Eosian",6950,6.05,1.088,1.77,"city:reef","humid:subartic"
916,"Celestrium Tau",3566,7.9,0.958,2.02,"hill:river","windy:tropical"
917,"Celestrium Mu",3566,2.09,0.629,1.49,"lakes:grassy hill:island:plateau:rocky island:bog","humid:temperate:artificial temperate:windy:tropical:hot"
918,"Quasarlynx XVI",8548,2.18,1.38,1.16,"ice canyon","frigid"
919,"Quasarlynx XXIV",8548,5.98,0.897,1.88,"fungus forest","arid:frigid:humid"
920,"Quasarlynx X",8548,2.14,0.65,1.49,"sinkholes:hill:island","hot:frigid"
921,"Moriah Lambda",7307,1.1,1.072,1.01,"scrubland:grassy hill:river","temperate:hot:arid:rocky"
922,"Maia Delta",3308,7.52,1.054,1.93,"rocky island","artic:temperate:subartic:superheated:rocky"
923,"Maia Psi",3308,0.79,0.688,1.05,"rocky island","windy:temperate:rocky:frigid:artic"
924,"Maia Lambda",3308,1.97,0.94,1.28,"acid pool:desert:rocky canyon:cliff:ice canyon:lava river:fungus forest","frigid:temperate:superheated:artic:tropical:artificial temperate"
925,"Nosaxa Wu",4418,3.72,0.894,1.61,"tundra:plateau:river:lava river:city:cave:island","subartic:artic:hot:frigid:windy:artificial temperate"
926,"Nosaxa Jiu",4418,7.72,1.402,1.77,"city","frigid:hot:rocky:superheated:artificial temperate"
927,"Aegis Obscura Secant",565,8.4,1.269,1.88,"volcano:glacier","superheated:subartic:arid:temperate"
928,"Aegis Obscura Quintal",565,2.62,0.68,1.57,"hill:verdant","subartic:rocky"
929,"Bosona Shi",2918,2.47,1.354,1.22,"","windy"
930,"Bosona Jiu",2918,2.71,0.853,1.47,"urban:mountain:reef","temperate:frigid:windy"
931,"Vortexion II",1269,8.65,1.45,1.81,"cityscape:bog","temperate"
932,"Osiris Cascade Wu",3557,6.15,1.465,1.61,"savanna:cityscape:reef","artificial temperate:arid"
933,"Osiris Cascade Qi",3557,6.55,1.215,1.75,"mountain:plain:ice cave","rocky:windy:artificial temperate:frozen:artic"
934,"Osiris Cascade Yi",3557,0.97,1.11,0.96,"plateau:valley:plain","frigid:frozen"
935,"Osiris Cascade Liu",3557,1.71,1.096,1.16,"rainforest:acid pool:lakes:jungle:savanna:urban","arid:humid:superheated:temperate:tropical"
936,"Torii Shadows Persephonian",4525,7.37,1.049,1.92,"rocky canyon:volcano:bog","temperate:windy:artic:hot:subartic:frozen"
937,"Torii Shadows Athenian",4525,6.87,1.152,1.81,"verdant:rock arche:field:hill:island:city","arid:frozen:humid:tropical:windy:rocky:artic"
938,"Torii Shadows Pantheon",4525,2.29,1.042,1.3,"grassy hill","frigid:subartic:humid"
939,"Kiseki Expanse Secant",2061,4.55,0.534,2.04,"grassy hill:vine:fungus forest","superheated:frigid:windy:subartic:humid:temperate"
940,"Kiseki Expanse Nonal",2061,2.5,0.507,1.7,"canyons:city:grassland:plain","frozen:artic:temperate"
941,"Kiseki Expanse Prime",2061,4.32,0.98,1.64,"mountain:lava river:cave:plain:rainforest","superheated:arid:rocky"
942,"Asterion Abyss Cerberian",7129,1.61,1.243,1.09,"island:tundra:sea:plateau:lakes:rocky canyon:toxic cloudsea","artificial temperate:humid:frigid:frozen:artic"
943,"Funi Tritonian",9194,2.91,1.104,1.38,"swamp:desert:fungus forest:rocky canyon:plain:vine:jungle","humid:artificial temperate:hot:frigid:temperate"
944,"Orion's Gaze Ba",1352,3.09,0.866,1.53,"sea:rocky desert:scrubland","arid:windy:hot"
945,"Menkib XI",9079,1.85,1.061,1.2,"jungle:island","artificial temperate:rocky:frozen:tropical"
946,"Menkib XIX",9079,1.26,0.915,1.11,"ice canyon:lakes","arid:windy:subartic:superheated"
947,"Menkib VII",9079,3.23,1.151,1.41,"vine:verdant:urban","artic:rocky"
948,"Menkib XVII",9079,8.22,1.433,1.79,"lava river:swamp:cityscape:savanna:volcano:rocky canyon:ocean:jungle:sinkholes","arid:frozen:hot:artificial temperate:rocky:tropical"
949,"Menkib IV",9079,2.38,1.128,1.28,"ice cave:rocky island:forest:verdant","superheated:rocky:artificial temperate:frozen"
950,"Chamukuy Echoian",3901,1.21,1.395,0.95,"city","frigid"
951,"Castor Orphean",2229,2.31,0.825,1.41,"swamp:vine","temperate:frigid:windy:tropical"
952,"Obsidian Whispers Persephonian",4726,0.82,0.995,0.94,"reef:river:mountain:island","temperate:superheated:frigid"
953,"Belel Duodecimal",5294,4.99,1.185,1.62,"hill:island","artic:frigid"
954,"Porrima Nonal",3428,2.11,0.748,1.41,"plain:acid pool:jungle:glacier:cityscape:grassland","temperate:frigid:tropical:rocky"
955,"Sumi Cascade Prime",1918,2.29,1.261,1.22,"jungle:lava river:vine:forest","rocky:arid:hot:humid:subartic"
